transcript_id	tissue_name	rpkm_mean	rpkm_std	rpkm_median	coef_variation	max
ENST00000461495	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000461495	Muscle - Skeletal	0.007	0.082	0.000	11.2022253115	1.373
ENST00000461495	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000461495	Uterus	0.002	0.022	0.000	9.05538513814	0.203
ENST00000461495	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000461495	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000461495	Minor Salivary Gland	0.004	0.028	0.000	7.48331477355	0.215
ENST00000461495	Artery - Aorta	0.010	0.090	0.000	8.99423939487	1.022
ENST00000461495	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000461495	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000461495	Nerve - Tibial	0.007	0.066	0.000	8.91498138506	0.785
ENST00000461495	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000461495	Adipose - Visceral (Omentum)	0.009	0.086	0.000	9.87564111991	1.171
ENST00000461495	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000461495	Lung	0.003	0.037	0.000	12.8271669273	0.548
ENST00000461495	Cells - Transformed fibroblasts	0.000	0.007	0.000	16.8226038413	0.117
ENST00000461495	Artery - Tibial	0.017	0.139	0.000	8.03529078921	1.939
ENST00000461495	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000461495	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000461495	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000461495	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000349238	Thyroid	0.822	1.267	0.000	1.54221781562	6.990
ENST00000349238	Testis	0.616	1.115	0.000	1.81103832452	5.087
ENST00000349238	Brain - Anterior cingulate cortex (BA24)	0.007	0.067	0.000	9.06107967973	0.622
ENST00000349238	Skin - Not Sun Exposed (Suprapubic)	0.991	1.321	0.201	1.33233815472	6.954
ENST00000349238	Ovary	0.792	1.372	0.000	1.73180662916	6.227
ENST00000349238	Vagina	0.961	1.285	0.002	1.3367590104	5.156
ENST00000349238	Heart - Atrial Appendage	0.372	0.994	0.000	2.67512298325	6.135
ENST00000349238	Esophagus - Muscularis	1.041	1.664	0.004	1.59885787367	10.688
ENST00000349238	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000349238	Small Intestine - Terminal Ileum	1.123	1.664	0.245	1.48223290925	8.786
ENST00000349238	Breast - Mammary Tissue	1.006	1.513	0.000	1.50371854438	7.708
ENST00000349238	Stomach	0.717	1.201	0.000	1.67499982858	5.793
ENST00000349238	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000349238	Esophagus - Mucosa	0.702	0.932	0.276	1.32810310653	4.340
ENST00000349238	Brain - Putamen (basal ganglia)	0.049	0.264	0.000	5.43015397686	1.717
ENST00000349238	Artery - Coronary	0.991	1.437	0.000	1.44927843398	7.350
ENST00000349238	Liver	0.472	0.805	0.000	1.70727558362	4.657
ENST00000349238	Esophagus - Gastroesophageal Junction	0.963	1.619	0.000	1.68019913765	10.025
ENST00000349238	Brain - Hypothalamus	0.099	0.558	0.000	5.63217727191	3.906
ENST00000349238	Colon - Transverse	0.831	1.352	0.000	1.62654788441	6.691
ENST00000349238	Prostate	1.326	1.815	0.349	1.36825118373	7.545
ENST00000349238	Brain - Amygdala	0.163	0.540	0.000	3.31366474542	3.179
ENST00000349238	Pancreas	0.371	0.631	0.000	1.70218416761	2.800
ENST00000349238	Adipose - Subcutaneous	0.777	1.299	0.000	1.67228966359	8.053
ENST00000349238	Skin - Sun Exposed (Lower leg)	0.959	1.444	0.028	1.50630022703	9.096
ENST00000349238	Spleen	1.087	1.573	0.525	1.44682161982	8.037
ENST00000349238	Brain - Hippocampus	0.089	0.379	0.000	4.26386363348	2.416
ENST00000349238	Heart - Left Ventricle	0.213	0.683	0.000	3.20811535778	6.111
ENST00000349238	Brain - Cortex	0.015	0.105	0.000	7.0070242979	0.825
ENST00000349238	Muscle - Skeletal	0.233	0.895	0.000	3.84761423008	7.864
ENST00000349238	Brain - Spinal cord (cervical c-1)	0.113	0.360	0.000	3.17631306434	2.573
ENST00000349238	Uterus	1.229	1.747	0.245	1.421209621	8.182
ENST00000349238	Brain - Nucleus accumbens (basal ganglia)	0.010	0.060	0.000	6.24518952309	0.530
ENST00000349238	Brain - Caudate (basal ganglia)	0.025	0.183	0.000	7.32951790923	1.783
ENST00000349238	Minor Salivary Gland	0.559	0.934	0.000	1.67071353875	3.635
ENST00000349238	Artery - Aorta	1.000	1.502	0.098	1.50295870815	7.049
ENST00000349238	Whole Blood	0.253	0.604	0.000	2.3841764623	5.102
ENST00000349238	Kidney - Cortex	0.800	1.318	0.000	1.64743496055	5.472
ENST00000349238	Nerve - Tibial	0.729	1.232	0.000	1.69098500094	7.691
ENST00000349238	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000349238	Adipose - Visceral (Omentum)	0.833	1.321	0.000	1.58444108082	6.925
ENST00000349238	Adrenal Gland	0.708	1.284	0.000	1.81418428139	6.892
ENST00000349238	Lung	1.101	1.775	0.104	1.6123221915	14.278
ENST00000349238	Cells - Transformed fibroblasts	1.048	1.456	0.095	1.3888261319	7.114
ENST00000349238	Artery - Tibial	0.963	1.410	0.153	1.46458002896	6.573
ENST00000349238	Colon - Sigmoid	1.139	1.800	0.002	1.57967687791	7.908
ENST00000349238	Pituitary	3.462	4.901	0.766	1.41568209883	20.944
ENST00000349238	Brain - Substantia nigra	0.099	0.406	0.000	4.08335375058	2.497
ENST00000349238	Cells - EBV-transformed lymphocytes	0.254	0.533	0.000	2.09740222205	2.786
ENST00000312143	Thyroid	2.833	2.117	2.225	0.747214264803	14.670
ENST00000312143	Testis	0.354	0.357	0.249	1.00768016442	1.615
ENST00000312143	Brain - Anterior cingulate cortex (BA24)	0.114	0.159	0.000	1.39521979658	0.638
ENST00000312143	Skin - Not Sun Exposed (Suprapubic)	0.735	0.636	0.618	0.864896959305	4.515
ENST00000312143	Ovary	0.450	0.706	0.230	1.5693362438	4.821
ENST00000312143	Vagina	0.909	0.883	0.620	0.971458442068	3.909
ENST00000312143	Heart - Atrial Appendage	1.116	0.880	0.930	0.788466849897	4.872
ENST00000312143	Esophagus - Muscularis	0.983	0.731	0.813	0.743692318129	4.356
ENST00000312143	Brain - Cerebellar Hemisphere	0.033	0.081	0.000	2.46757899028	0.373
ENST00000312143	Small Intestine - Terminal Ileum	1.173	0.803	1.090	0.684323460843	2.970
ENST00000312143	Breast - Mammary Tissue	1.536	1.218	1.346	0.792525265905	7.855
ENST00000312143	Stomach	0.645	0.735	0.427	1.13876543607	3.947
ENST00000312143	Brain - Cerebellum	0.041	0.116	0.000	2.81600517483	0.714
ENST00000312143	Esophagus - Mucosa	0.245	0.309	0.184	1.26193936135	2.097
ENST00000312143	Brain - Putamen (basal ganglia)	0.197	0.280	0.000	1.41750975344	1.366
ENST00000312143	Artery - Coronary	6.659	4.291	6.189	0.644376127506	21.722
ENST00000312143	Liver	0.188	0.325	0.000	1.73333957296	1.393
ENST00000312143	Esophagus - Gastroesophageal Junction	1.237	1.104	1.084	0.892819982331	8.644
ENST00000312143	Brain - Hypothalamus	0.320	0.408	0.187	1.27557362171	1.896
ENST00000312143	Colon - Transverse	1.144	1.002	0.962	0.876525226044	8.565
ENST00000312143	Prostate	0.705	0.617	0.605	0.874895323572	3.743
ENST00000312143	Brain - Amygdala	0.229	0.344	0.000	1.50131644022	1.548
ENST00000312143	Pancreas	0.496	0.467	0.357	0.941286535548	2.375
ENST00000312143	Adipose - Subcutaneous	3.128	2.054	2.781	0.656669450615	14.073
ENST00000312143	Skin - Sun Exposed (Lower leg)	1.161	0.961	0.908	0.827042412736	5.237
ENST00000312143	Spleen	3.531	2.457	2.717	0.695709293781	13.575
ENST00000312143	Brain - Hippocampus	0.224	0.339	0.000	1.51121211876	1.777
ENST00000312143	Heart - Left Ventricle	0.662	0.655	0.526	0.989097505627	4.824
ENST00000312143	Brain - Cortex	0.092	0.164	0.000	1.78839493756	0.858
ENST00000312143	Muscle - Skeletal	0.341	0.397	0.212	1.16561286658	2.530
ENST00000312143	Brain - Spinal cord (cervical c-1)	0.561	0.572	0.394	1.01827443675	2.610
ENST00000312143	Uterus	2.104	1.763	1.574	0.837978671691	9.656
ENST00000312143	Brain - Nucleus accumbens (basal ganglia)	0.147	0.226	0.000	1.53983799286	1.156
ENST00000312143	Brain - Caudate (basal ganglia)	0.253	0.335	0.198	1.32709871736	2.266
ENST00000312143	Minor Salivary Gland	1.639	1.038	1.471	0.633593167581	4.241
ENST00000312143	Artery - Aorta	8.422	4.050	8.227	0.48094965508	22.616
ENST00000312143	Whole Blood	0.974	1.353	0.502	1.38832419776	10.270
ENST00000312143	Kidney - Cortex	0.718	0.830	0.465	1.15627780389	4.119
ENST00000312143	Nerve - Tibial	1.728	1.261	1.419	0.729709605855	8.401
ENST00000312143	Brain - Frontal Cortex (BA9)	0.167	0.431	0.000	2.57624080991	4.058
ENST00000312143	Adipose - Visceral (Omentum)	2.750	1.909	2.418	0.694273647323	10.324
ENST00000312143	Adrenal Gland	1.548	1.081	1.360	0.698257989303	5.459
ENST00000312143	Lung	3.318	2.108	3.109	0.635254221478	11.763
ENST00000312143	Cells - Transformed fibroblasts	0.379	0.736	0.185	1.94139517744	6.437
ENST00000312143	Artery - Tibial	5.966	4.216	5.098	0.706574375856	31.261
ENST00000312143	Colon - Sigmoid	1.037	0.791	0.906	0.763329988396	4.188
ENST00000312143	Pituitary	0.646	0.613	0.436	0.948770523024	3.047
ENST00000312143	Brain - Substantia nigra	0.426	0.394	0.285	0.925707892861	1.512
ENST00000312143	Cells - EBV-transformed lymphocytes	0.055	0.181	0.000	3.31080213638	1.742
ENST00000376139	Thyroid	3.258	2.864	3.009	0.879144962007	11.790
ENST00000376139	Testis	0.829	1.065	0.471	1.28537654007	6.656
ENST00000376139	Brain - Anterior cingulate cortex (BA24)	0.710	0.993	0.424	1.39896478603	4.823
ENST00000376139	Skin - Not Sun Exposed (Suprapubic)	7.215	6.146	7.164	0.851853511416	22.666
ENST00000376139	Ovary	1.841	2.039	1.125	1.10756152808	10.429
ENST00000376139	Vagina	7.093	5.765	6.753	0.812757145319	21.563
ENST00000376139	Heart - Atrial Appendage	0.584	0.969	0.155	1.65962767314	6.472
ENST00000376139	Esophagus - Muscularis	1.776	1.820	1.222	1.02462516322	10.395
ENST00000376139	Brain - Cerebellar Hemisphere	0.659	1.059	0.327	1.60606302049	6.568
ENST00000376139	Small Intestine - Terminal Ileum	3.632	3.642	2.241	1.00289447281	13.241
ENST00000376139	Breast - Mammary Tissue	3.161	3.135	2.270	0.991893580041	13.557
ENST00000376139	Stomach	1.869	2.522	0.579	1.34904758668	11.669
ENST00000376139	Brain - Cerebellum	0.611	0.965	0.372	1.57833260022	5.861
ENST00000376139	Esophagus - Mucosa	8.745	6.914	9.921	0.790675312786	25.969
ENST00000376139	Brain - Putamen (basal ganglia)	0.640	1.085	0.325	1.69535830702	6.126
ENST00000376139	Artery - Coronary	2.165	2.168	1.530	1.00146563094	10.040
ENST00000376139	Liver	0.812	1.342	0.000	1.65322613522	5.775
ENST00000376139	Esophagus - Gastroesophageal Junction	1.907	1.809	1.627	0.948322362603	7.392
ENST00000376139	Brain - Hypothalamus	0.505	0.632	0.342	1.25299639929	3.155
ENST00000376139	Colon - Transverse	3.165	3.302	1.824	1.04347734969	13.561
ENST00000376139	Prostate	2.115	2.739	0.568	1.29462125963	9.947
ENST00000376139	Brain - Amygdala	0.384	0.655	0.072	1.70591266388	4.542
ENST00000376139	Pancreas	1.083	1.836	0.000	1.6954256101	7.587
ENST00000376139	Adipose - Subcutaneous	2.498	2.461	1.824	0.985302788974	12.301
ENST00000376139	Skin - Sun Exposed (Lower leg)	6.939	5.737	7.153	0.826794355025	25.214
ENST00000376139	Spleen	1.584	2.353	0.523	1.4856041023	10.296
ENST00000376139	Brain - Hippocampus	0.345	0.502	0.236	1.45590576719	2.430
ENST00000376139	Heart - Left Ventricle	0.393	0.692	0.000	1.75765299078	4.322
ENST00000376139	Brain - Cortex	0.529	0.868	0.348	1.64179582914	5.151
ENST00000376139	Muscle - Skeletal	0.415	0.803	0.000	1.93498145698	5.155
ENST00000376139	Brain - Spinal cord (cervical c-1)	0.353	0.514	0.000	1.45731469262	2.036
ENST00000376139	Uterus	2.412	2.051	2.618	0.850236184406	8.024
ENST00000376139	Brain - Nucleus accumbens (basal ganglia)	0.392	0.637	0.014	1.62513888959	3.033
ENST00000376139	Brain - Caudate (basal ganglia)	0.494	0.781	0.307	1.57922027576	5.114
ENST00000376139	Minor Salivary Gland	5.517	4.548	5.651	0.82439963661	19.292
ENST00000376139	Artery - Aorta	3.150	2.990	2.327	0.949163154408	14.715
ENST00000376139	Whole Blood	0.287	0.653	0.000	2.27679173113	5.029
ENST00000376139	Kidney - Cortex	2.735	3.158	1.086	1.15484585816	10.124
ENST00000376139	Nerve - Tibial	1.796	2.259	0.936	1.25766982423	11.239
ENST00000376139	Brain - Frontal Cortex (BA9)	0.766	1.222	0.373	1.59564094507	5.775
ENST00000376139	Adipose - Visceral (Omentum)	2.275	2.377	1.398	1.04501590672	10.646
ENST00000376139	Adrenal Gland	1.550	1.735	0.886	1.1193081334	6.365
ENST00000376139	Lung	2.914	2.646	2.523	0.90795961568	10.700
ENST00000376139	Cells - Transformed fibroblasts	2.133	2.495	1.388	1.16962094882	15.226
ENST00000376139	Artery - Tibial	3.421	3.323	2.890	0.971440097938	15.938
ENST00000376139	Colon - Sigmoid	1.833	1.885	1.306	1.02791638702	8.550
ENST00000376139	Pituitary	0.534	0.848	0.348	1.58809075808	4.507
ENST00000376139	Brain - Substantia nigra	0.603	0.725	0.441	1.20229185655	3.409
ENST00000376139	Cells - EBV-transformed lymphocytes	0.067	0.312	0.000	4.6763025353	2.255
ENST00000481295	Thyroid	0.746	0.970	0.195	1.30131981136	4.698
ENST00000481295	Testis	42.081	22.601	39.292	0.537082048013	109.471
ENST00000481295	Brain - Anterior cingulate cortex (BA24)	2.370	2.107	1.846	0.888848760095	8.543
ENST00000481295	Skin - Not Sun Exposed (Suprapubic)	0.262	0.520	0.000	1.98137933787	2.436
ENST00000481295	Ovary	0.137	0.392	0.000	2.84918201111	2.716
ENST00000481295	Vagina	0.342	0.585	0.000	1.71145867474	2.362
ENST00000481295	Heart - Atrial Appendage	0.692	1.196	0.000	1.72778044129	6.913
ENST00000481295	Esophagus - Muscularis	0.756	1.258	0.000	1.66530383277	8.485
ENST00000481295	Brain - Cerebellar Hemisphere	1.943	1.500	2.015	0.772235562501	5.263
ENST00000481295	Small Intestine - Terminal Ileum	1.033	1.149	0.528	1.11252327644	4.614
ENST00000481295	Breast - Mammary Tissue	0.428	0.740	0.000	1.7286191641	3.455
ENST00000481295	Stomach	0.478	0.847	0.000	1.77132719897	4.560
ENST00000481295	Brain - Cerebellum	1.633	1.581	1.349	0.967925083061	5.750
ENST00000481295	Esophagus - Mucosa	0.180	0.405	0.000	2.25230026671	2.446
ENST00000481295	Brain - Putamen (basal ganglia)	2.296	2.693	1.728	1.17293380394	16.806
ENST00000481295	Artery - Coronary	0.135	0.359	0.000	2.66050171404	1.810
ENST00000481295	Liver	0.132	0.304	0.000	2.30517286317	1.539
ENST00000481295	Esophagus - Gastroesophageal Junction	0.824	1.294	0.000	1.57058039125	6.077
ENST00000481295	Brain - Hypothalamus	5.156	9.395	3.003	1.82224762694	63.962
ENST00000481295	Colon - Transverse	0.570	1.014	0.000	1.77964780017	5.259
ENST00000481295	Prostate	0.826	1.234	0.038	1.49271192331	6.012
ENST00000481295	Brain - Amygdala	3.120	4.021	1.786	1.28893137367	18.144
ENST00000481295	Pancreas	0.335	0.588	0.000	1.75230907099	2.552
ENST00000481295	Adipose - Subcutaneous	0.465	0.844	0.000	1.81557258395	4.068
ENST00000481295	Skin - Sun Exposed (Lower leg)	0.371	0.686	0.000	1.84724424205	3.952
ENST00000481295	Spleen	0.133	0.327	0.000	2.46108521376	1.465
ENST00000481295	Brain - Hippocampus	1.875	2.265	1.532	1.20786615922	9.997
ENST00000481295	Heart - Left Ventricle	0.450	0.965	0.000	2.14154239114	5.195
ENST00000481295	Brain - Cortex	2.808	2.543	2.592	0.905444416196	13.935
ENST00000481295	Muscle - Skeletal	0.135	0.409	0.000	3.03553255556	2.375
ENST00000481295	Brain - Spinal cord (cervical c-1)	1.193	3.137	0.000	2.62844833272	22.340
ENST00000481295	Uterus	0.265	0.583	0.000	2.20314274903	2.417
ENST00000481295	Brain - Nucleus accumbens (basal ganglia)	3.696	3.347	2.881	0.905569574543	17.252
ENST00000481295	Brain - Caudate (basal ganglia)	3.650	4.054	2.940	1.110889806	32.030
ENST00000481295	Minor Salivary Gland	0.340	0.619	0.000	1.81795569877	3.044
ENST00000481295	Artery - Aorta	0.229	0.543	0.000	2.36957271616	3.837
ENST00000481295	Whole Blood	0.017	0.118	0.000	7.02426890573	1.637
ENST00000481295	Kidney - Cortex	1.136	1.374	0.789	1.20949707993	4.987
ENST00000481295	Nerve - Tibial	0.328	0.611	0.000	1.86468128611	2.723
ENST00000481295	Brain - Frontal Cortex (BA9)	2.420	2.295	1.892	0.948373744212	10.076
ENST00000481295	Adipose - Visceral (Omentum)	0.432	0.722	0.000	1.6695412562	3.458
ENST00000481295	Adrenal Gland	1.275	0.979	1.448	0.767936042025	3.744
ENST00000481295	Lung	1.866	3.478	0.000	1.86355598332	22.000
ENST00000481295	Cells - Transformed fibroblasts	0.099	0.260	0.000	2.64154503563	1.368
ENST00000481295	Artery - Tibial	0.083	0.290	0.000	3.49844586105	2.239
ENST00000481295	Colon - Sigmoid	0.417	0.856	0.000	2.0515205335	4.169
ENST00000481295	Pituitary	3.712	2.857	3.118	0.769694179718	10.847
ENST00000481295	Brain - Substantia nigra	1.184	1.677	0.000	1.41623397345	6.277
ENST00000481295	Cells - EBV-transformed lymphocytes	0.005	0.031	0.000	6.42102937039	0.261
ENST00000531455	Thyroid	22.819	9.772	22.193	0.428254243204	70.775
ENST00000531455	Testis	2.895	2.515	2.374	0.868973625544	12.422
ENST00000531455	Brain - Anterior cingulate cortex (BA24)	4.459	3.519	3.910	0.789202221696	19.355
ENST00000531455	Skin - Not Sun Exposed (Suprapubic)	42.368	23.259	38.993	0.548979687404	123.868
ENST00000531455	Ovary	16.405	10.267	13.982	0.625844082035	69.417
ENST00000531455	Vagina	32.437	16.322	31.496	0.503208845202	87.998
ENST00000531455	Heart - Atrial Appendage	15.619	8.633	14.461	0.552721708092	48.197
ENST00000531455	Esophagus - Muscularis	27.713	11.432	26.944	0.41252286266	87.250
ENST00000531455	Brain - Cerebellar Hemisphere	3.159	3.492	1.902	1.10534506218	14.803
ENST00000531455	Small Intestine - Terminal Ileum	17.182	10.687	14.893	0.621994684234	46.667
ENST00000531455	Breast - Mammary Tissue	44.406	19.161	43.306	0.431491046376	113.132
ENST00000531455	Stomach	18.178	11.155	15.701	0.613655996816	55.196
ENST00000531455	Brain - Cerebellum	4.703	4.415	3.963	0.938796203348	15.598
ENST00000531455	Esophagus - Mucosa	31.258	14.956	31.334	0.478464764638	80.411
ENST00000531455	Brain - Putamen (basal ganglia)	6.573	5.178	5.809	0.787894497787	33.910
ENST00000531455	Artery - Coronary	34.221	17.386	31.191	0.508057575753	95.028
ENST00000531455	Liver	4.735	4.110	3.733	0.868052212601	25.673
ENST00000531455	Esophagus - Gastroesophageal Junction	27.269	11.035	26.473	0.404666314801	76.591
ENST00000531455	Brain - Hypothalamus	6.470	5.180	5.687	0.800659481404	28.938
ENST00000531455	Colon - Transverse	17.037	12.587	15.396	0.738797558936	77.083
ENST00000531455	Prostate	24.467	12.281	23.890	0.501930263415	60.025
ENST00000531455	Brain - Amygdala	5.597	4.400	4.687	0.786027370459	21.669
ENST00000531455	Pancreas	9.628	4.852	9.440	0.503994664415	27.397
ENST00000531455	Adipose - Subcutaneous	47.696	16.807	46.158	0.352368553107	108.507
ENST00000531455	Skin - Sun Exposed (Lower leg)	50.243	21.517	47.687	0.428250209586	125.074
ENST00000531455	Spleen	18.071	10.823	17.407	0.598917076989	61.404
ENST00000531455	Brain - Hippocampus	5.710	4.177	5.423	0.731506893252	18.611
ENST00000531455	Heart - Left Ventricle	20.499	10.660	18.570	0.520011677554	61.477
ENST00000531455	Brain - Cortex	5.830	4.132	5.546	0.708774549059	26.190
ENST00000531455	Muscle - Skeletal	6.568	3.899	5.987	0.593660095927	22.995
ENST00000531455	Brain - Spinal cord (cervical c-1)	12.529	6.974	12.739	0.556595113307	29.622
ENST00000531455	Uterus	30.469	11.870	28.397	0.389569740868	71.842
ENST00000531455	Brain - Nucleus accumbens (basal ganglia)	5.340	4.396	4.647	0.823337488624	19.923
ENST00000531455	Brain - Caudate (basal ganglia)	6.215	4.401	5.655	0.708054994114	21.911
ENST00000531455	Minor Salivary Gland	23.756	10.805	25.501	0.454837021254	47.843
ENST00000531455	Artery - Aorta	20.725	9.183	20.025	0.443089495927	53.928
ENST00000531455	Whole Blood	5.550	5.826	3.789	1.04977359531	47.550
ENST00000531455	Kidney - Cortex	15.722	8.477	14.821	0.539185591199	35.167
ENST00000531455	Nerve - Tibial	39.750	15.287	37.123	0.384579429966	100.005
ENST00000531455	Brain - Frontal Cortex (BA9)	4.725	3.512	4.340	0.743204290442	13.192
ENST00000531455	Adipose - Visceral (Omentum)	45.110	17.319	42.049	0.383919299575	117.750
ENST00000531455	Adrenal Gland	11.529	5.784	11.164	0.501673480294	43.911
ENST00000531455	Lung	32.662	15.702	30.381	0.480761472665	115.122
ENST00000531455	Cells - Transformed fibroblasts	16.951	6.620	16.624	0.39054303871	42.419
ENST00000531455	Artery - Tibial	19.104	8.908	17.445	0.466277723098	53.944
ENST00000531455	Colon - Sigmoid	19.293	8.063	18.153	0.417926285438	41.758
ENST00000531455	Pituitary	8.855	4.041	8.340	0.456384106794	24.544
ENST00000531455	Brain - Substantia nigra	10.549	6.879	10.364	0.652094786097	25.321
ENST00000531455	Cells - EBV-transformed lymphocytes	3.040	1.568	2.804	0.515599316206	7.657
ENST00000591778	Thyroid	29.544	13.977	27.965	0.473096257777	88.345
ENST00000591778	Testis	15.994	10.377	13.576	0.648790911465	56.136
ENST00000591778	Brain - Anterior cingulate cortex (BA24)	3.739	2.626	3.151	0.702364607241	19.539
ENST00000591778	Skin - Not Sun Exposed (Suprapubic)	9.271	6.170	7.206	0.665481442564	47.325
ENST00000591778	Ovary	51.013	20.540	50.723	0.402643382665	100.203
ENST00000591778	Vagina	36.080	15.793	33.909	0.437709698513	79.786
ENST00000591778	Heart - Atrial Appendage	56.966	26.303	56.246	0.461736081302	145.362
ENST00000591778	Esophagus - Muscularis	16.523	8.688	15.402	0.525823196464	79.862
ENST00000591778	Brain - Cerebellar Hemisphere	2.160	1.382	2.016	0.639772038076	7.173
ENST00000591778	Small Intestine - Terminal Ileum	60.200	37.202	51.556	0.617978312837	175.266
ENST00000591778	Breast - Mammary Tissue	35.502	15.869	33.754	0.446987416859	87.071
ENST00000591778	Stomach	35.768	19.021	31.993	0.531785383986	138.594
ENST00000591778	Brain - Cerebellum	2.710	2.179	2.374	0.804195682696	20.465
ENST00000591778	Esophagus - Mucosa	31.161	14.032	29.255	0.450286635437	104.805
ENST00000591778	Brain - Putamen (basal ganglia)	7.665	5.816	7.501	0.758843825036	52.321
ENST00000591778	Artery - Coronary	34.897	16.920	33.874	0.484860593531	132.834
ENST00000591778	Liver	9.161	12.303	5.740	1.34295368646	108.778
ENST00000591778	Esophagus - Gastroesophageal Junction	19.053	10.018	16.891	0.525799272939	47.368
ENST00000591778	Brain - Hypothalamus	11.504	7.781	9.421	0.676365161224	35.863
ENST00000591778	Colon - Transverse	56.777	31.331	57.293	0.551825670225	127.177
ENST00000591778	Prostate	21.524	10.448	19.339	0.48540435243	49.235
ENST00000591778	Brain - Amygdala	6.156	3.563	5.467	0.57882990252	21.854
ENST00000591778	Pancreas	7.407	5.736	5.847	0.774412542614	31.363
ENST00000591778	Adipose - Subcutaneous	33.660	16.741	31.701	0.497360257069	104.083
ENST00000591778	Skin - Sun Exposed (Lower leg)	5.737	4.535	4.492	0.79049815604	26.722
ENST00000591778	Spleen	11.711	6.380	9.897	0.544811970754	30.277
ENST00000591778	Brain - Hippocampus	7.810	6.223	6.221	0.796785687939	28.560
ENST00000591778	Heart - Left Ventricle	44.400	30.071	40.574	0.677274247692	152.439
ENST00000591778	Brain - Cortex	4.369	2.995	3.639	0.685486670909	24.596
ENST00000591778	Muscle - Skeletal	2.342	1.938	1.829	0.827420378912	13.693
ENST00000591778	Brain - Spinal cord (cervical c-1)	33.760	19.738	31.410	0.584662747032	113.362
ENST00000591778	Uterus	40.292	19.814	36.491	0.491759769512	93.752
ENST00000591778	Brain - Nucleus accumbens (basal ganglia)	6.407	4.145	5.443	0.646961943391	25.120
ENST00000591778	Brain - Caudate (basal ganglia)	8.081	4.797	7.332	0.593555508905	26.276
ENST00000591778	Minor Salivary Gland	45.589	23.902	40.810	0.524293594347	112.020
ENST00000591778	Artery - Aorta	37.707	14.765	36.214	0.391579844047	103.158
ENST00000591778	Whole Blood	1.508	1.736	1.024	1.1511156419	15.242
